gene1,gene2,combined_score
ACO1,HSPA9,808
ACO1,HSPD1,771
ACO1,HSPE1,439
ACO1,IDH1,998
ACO1,LDHA,576
ACO1,MDH2,893
ACO1,MT-CO2,406
ACO1,NDUFS3,482
ACO1,NDUFS8,544
ACO1,PARK7,451
ACO1,PCBP1,430
ACO1,PDHB,547
ACO1,PEBP1,617
ACO1,PGAM1,420
ACO1,PGD,598
ACO1,PGK1,567
ACO1,PGLS,449
ACO1,PGM1,546
ACO1,PKM,519
ACO1,PRDX3,447
ACO1,PRDX6,410
ACO1,PYGL,411
ACO1,RPIA,562
ACO1,SHMT2,487
ACO1,SOD2,937
ACO1,TALDO1,658
ACO1,TFRC,888
ACO1,TKT,626
ACO1,TPI1,724
ACO1,UQCRC1,610
ACO1,UQCRC2,520
ACO1,UQCRFS1,605
ACO1,VDAC1,520
ACP1,ACTB,421
ACP1,APOB,421
ACP1,BABAM1,418
ACP1,CDH1,513
ACP1,CORO1A,432
ACP1,DLD,404
ACP1,DUSP3,554
ACP1,ESD,635
ACP1,G6PD,783
ACP1,GAPDH,421
ACP1,GET3,897
ACP1,GLO1,626
ACP1,GLRX,851
ACP1,GRB2,475
ACP1,GSR,671
ACP1,HAGH,442
ACP1,HSPE1,477
ACP1,LDHA,610
ACP1,PGD,560
ACP1,PGM1,438
ACP1,PTPN12,517
ACP1,PTPRB,408
ACP1,PTPRJ,410
ACP1,SAA1,491
ACP1,SAA4,711
ACP1,SRC,435
ACP1,TALDO1,476
ACP1,TKT,760
ACP1,TPI1,433
ACTB,ACTBL2,873
ACTB,ACTG1,999
ACTB,ACTN1,985
ACTB,ACTN4,971
ACTB,ACTR1A,977
ACTB,ACTR1B,542
ACTB,ACTR2,968
ACTB,ACTR3,957
ACTB,ADAM10,464
ACTB,ADD1,409
ACTB,ADIPOQ,592
ACTB,AGT,582
ACTB,AHSG,421
ACTB,AKAP12,500
ACTB,ALDOA,784
ACTB,ANK1,454
ACTB,ANPEP,601
ACTB,ANXA1,700
ACTB,ANXA2,767
ACTB,APOA1,438
ACTB,APOB,437
ACTB,APOE,643
ACTB,APP,801
ACTB,ARF6,636
ACTB,ARG1,595
ACTB,ARHGAP1,586
ACTB,ARHGDIA,488
ACTB,ARPC1B,958
ACTB,ARPC2,962
ACTB,ARPC3,968
ACTB,ARPC4,961
ACTB,ARPC5,952
ACTB,ARPC5L,945
ACTB,ATG3,484
ACTB,ATP5F1A,642
ACTB,ATP5F1B,638
ACTB,AXL,487
ACTB,BANF1,546
ACTB,BASP1,502
ACTB,BAX,611
ACTB,BCL2L1,784
ACTB,BRK1,578
ACTB,BSG,435
ACTB,C3,588
ACTB,CALD1,433
ACTB,CALR,585
ACTB,CANX,688
ACTB,CAP1,860
ACTB,CAPN1,421
ACTB,CAPNS1,407
ACTB,CAPZA1,964
ACTB,CAPZA2,474
ACTB,CAPZB,976
ACTB,CASP3,989
ACTB,CCL5,576
ACTB,CCT2,905
ACTB,CCT4,702
ACTB,CCT5,865
ACTB,CCT6A,669
ACTB,CCT7,722
ACTB,CD34,670
ACTB,CD36,612
ACTB,CD44,728
ACTB,CD63,662
ACTB,CD9,617
ACTB,CDC37,625
ACTB,CDC42,975
ACTB,CDH1,833
ACTB,CDH2,784
ACTB,CDH5,746
ACTB,CFL1,999
ACTB,CLNS1A,545
ACTB,CLTC,693
ACTB,CLU,592
ACTB,CNN2,481
ACTB,CNP,419
ACTB,COL1A1,664
ACTB,COMT,568
ACTB,COPB2,452
ACTB,COPS4,627
ACTB,COPS5,610
ACTB,COPS6,504
ACTB,COPS7A,423
ACTB,COPS7B,418
ACTB,COPS8,436
ACTB,CORO1A,597
ACTB,CORO1B,411
ACTB,CORO1C,698
ACTB,COTL1,645
ACTB,COX4I1,763
ACTB,CSF1,596
ACTB,CSF1R,508
ACTB,CTSB,547
ACTB,CTSL,420
ACTB,CTSS,463
ACTB,CTTN,590
ACTB,CXCL12,585
ACTB,CYFIP1,656
ACTB,DBN1,678
ACTB,DBNL,489
ACTB,DCD,420
ACTB,DCTN1,971
ACTB,DCTN2,950
ACTB,DCTN3,896
ACTB,DDB1,582
ACTB,DIABLO,486
ACTB,DIAPH1,934
ACTB,DNM1L,579
ACTB,DPP4,404
ACTB,DSTN,910
ACTB,DYNLL1,693
ACTB,DYNLRB1,853
ACTB,EEF1B2,478
ACTB,EEF1G,439
ACTB,EEF2,650
ACTB,EIF2S1,598
ACTB,EIF3I,403
ACTB,EIF3K,402
ACTB,EIF4A1,588
ACTB,EIF4E,615
ACTB,EIF4G2,482
ACTB,EIF5A,560
ACTB,ELANE,441
ACTB,EMD,516
ACTB,ENG,726
ACTB,ENO1,869
ACTB,ENO2,552
ACTB,EPS15,401
ACTB,ESYT1,448
ACTB,FCGR2A,459
ACTB,FCGR3A,580
ACTB,FGFR1,528
ACTB,FIS1,538
ACTB,FLNA,750
ACTB,FLOT1,459
ACTB,FLOT2,431
ACTB,FN1,886
ACTB,FTH1,547
ACTB,FTL,570
ACTB,G6PD,532
ACTB,GAPDH,975
ACTB,GC,522
ACTB,GCLM,525
ACTB,GNAI2,516
ACTB,GOT2,450
ACTB,GPX3,593
ACTB,GPX4,570
ACTB,GRB2,814
ACTB,GSR,525
ACTB,GUSB,697
ACTB,H1-4,509
ACTB,H4C1,899
ACTB,HLA-A,424
ACTB,HMGB1,643
ACTB,HNRNPC,524
ACTB,HNRNPK,543
ACTB,HP,585
ACTB,HPRT1,795
ACTB,HSP90AA1,967
ACTB,HSP90AB1,911
ACTB,HSP90B1,572
ACTB,HSPA4,720
ACTB,HSPA5,808
ACTB,HSPA8,955
ACTB,HSPA9,828
ACTB,HSPB1,591
ACTB,HSPD1,622
ACTB,ICAM1,697
ACTB,IDH1,453
ACTB,IGFBP3,587
ACTB,ILK,951
ACTB,ITGA2,860
ACTB,ITGA2B,937
ACTB,ITGA5,801
ACTB,ITGA6,803
ACTB,ITGAV,799
ACTB,ITGB1,984
ACTB,ITGB2,679
ACTB,ITGB3,949
ACTB,ITIH4,410
ACTB,KPNB1,624
ACTB,KRT14,498
ACTB,KRT19,527
ACTB,KRT5,675
ACTB,KRT8,670
ACTB,LAMP1,679
ACTB,LAMP2,553
ACTB,LASP1,446
ACTB,LCN2,500
ACTB,LCP1,770
ACTB,LDHA,696
ACTB,LGALS3,506
ACTB,LIMS1,580
ACTB,LMNA,784
ACTB,LMNB1,884
ACTB,LPL,455
ACTB,LRP1,506
ACTB,LYN,453
ACTB,LYVE1,416
ACTB,MAPK1,767
ACTB,MAPK14,573
ACTB,MAVS,495
ACTB,MCAM,579
ACTB,MMP2,673
ACTB,MMP9,778
ACTB,MPO,532
ACTB,MSN,975
ACTB,MT-CO2,560
ACTB,MYH9,991
ACTB,MYL6,973
ACTB,MYL9,945
ACTB,NCAM1,453
ACTB,NDUFS3,420
ACTB,NEXN,444
ACTB,NME2,469
ACTB,NOTCH2,502
ACTB,NOTCH3,489
ACTB,NRAS,501
ACTB,NTRK2,558
ACTB,ORM1,509
ACTB,OSTF1,405
ACTB,OTUB1,421
ACTB,P4HB,714
ACTB,PARK7,450
ACTB,PARVB,915
ACTB,PCBP1,403
ACTB,PCSK9,574
ACTB,PDCD6,432
ACTB,PDGFRB,538
ACTB,PDIA3,493
ACTB,PECAM1,733
ACTB,PFDN1,735
ACTB,PFDN2,744
ACTB,PFDN4,577
ACTB,PFDN5,739
ACTB,PFDN6,634
ACTB,PFN1,999
ACTB,PGAM1,494
ACTB,PGK1,829
ACTB,PKM,670
ACTB,PLG,584
ACTB,PLIN1,509
ACTB,PODXL,504
ACTB,POSTN,404
ACTB,PPIB,665
ACTB,PPIF,427
ACTB,PPP1CA,785
ACTB,PPP1CB,559
ACTB,PPP1R12A,506
ACTB,PPP2R1A,408
ACTB,PRDX2,499
ACTB,PRDX3,538
ACTB,PRDX4,409
ACTB,PRDX6,415
ACTB,PRNP,436
ACTB,PSMA1,569
ACTB,PSMA2,519
ACTB,PSMA3,415
ACTB,PSMA7,637
ACTB,PSMB10,427
ACTB,PSMB3,543
ACTB,PSMC4,418
ACTB,PTMA,705
ACTB,PTPRC,734
ACTB,RAB2A,414
ACTB,RAB6A,659
ACTB,RAB7A,648
ACTB,RAC2,584
ACTB,RAN,469
ACTB,RAP1B,412
ACTB,RBX1,643
ACTB,RHEB,423
ACTB,RHOA,978
ACTB,RHOC,786
ACTB,ROCK2,445
ACTB,RPL22,415
ACTB,RPLP0,889
ACTB,RPLP1,645
ACTB,RPS12,416
ACTB,RUVBL1,993
ACTB,RUVBL2,995
ACTB,S100A4,495
ACTB,S100A8,425
ACTB,SDC1,436
ACTB,SELL,493
ACTB,SERPINA1,405
ACTB,SERPINA5,447
ACTB,SERPINE1,548
ACTB,SKP1,504
ACTB,SLC2A1,611
ACTB,SLC3A2,530
ACTB,SNAP23,571
ACTB,SNCA,661
ACTB,SOD2,653
ACTB,SPARC,424
ACTB,SPN,410
ACTB,SPP1,604
ACTB,SPTAN1,535
ACTB,SRC,774
ACTB,SSBP1,635
ACTB,STIM1,424
ACTB,SUMO2,583
ACTB,SYK,526
ACTB,TAGLN2,751
ACTB,TCP1,891
ACTB,TFRC,761
ACTB,TGFB1,773
ACTB,TGOLN2,445
ACTB,THBS1,538
ACTB,TIMP1,604
ACTB,TJP2,526
ACTB,TLN1,960
ACTB,TMOD3,701
ACTB,TMSB4X,961
ACTB,TPI1,530
ACTB,TPM1,509
ACTB,TPM2,434
ACTB,TPM3,606
ACTB,TPM4,496
ACTB,TPT1,584
ACTB,TSG101,757
ACTB,TTR,403
ACTB,TUBA1A,838
ACTB,TUBA1C,825
ACTB,TUBA4A,825
ACTB,TUBA8,550
ACTB,TUBB,844
ACTB,TUBB1,591
ACTB,TUBB4B,672
ACTB,TWF2,772
ACTB,UBA1,625
ACTB,UQCRC1,420
ACTB,UQCRC2,525
ACTB,USP47,453
ACTB,UTRN,543
ACTB,VAMP3,595
ACTB,VASP,955
ACTB,VBP1,601
ACTB,VCAM1,605
ACTB,VCL,984
ACTB,VCP,728
ACTB,VDAC1,864
ACTB,VDAC2,558
ACTB,VDAC3,539
ACTB,VIM,723
ACTB,VTN,616
ACTB,VWF,549
ACTB,WAS,954
ACTB,WASF2,941
ACTB,WDR1,709
ACTB,WIPF1,653
ACTB,YWHAB,908
ACTB,YWHAE,538
ACTB,YWHAG,610
ACTB,YWHAH,590
ACTB,YWHAQ,604
ACTB,YWHAZ,899
ACTB,ZYX,942
ACTBL2,ACTR2,493
ACTBL2,ANP32B,407
ACTBL2,ARPC1B,417
ACTBL2,ARPC2,408
ACTBL2,ARPC3,437
ACTBL2,ARPC4,404
ACTBL2,ARPC5L,412
ACTBL2,CAP1,679
ACTBL2,CAPZB,483
ACTBL2,CFL1,562
ACTBL2,DBN1,454
ACTBL2,DCTN2,480
ACTBL2,ENO2,490
ACTBL2,GC,425
ACTBL2,MIF,405
ACTBL2,MYH9,534
ACTBL2,PFDN1,792
ACTBL2,PFDN2,896
ACTBL2,PFN1,667
ACTBL2,PRDX2,524
ACTBL2,RAB3GAP1,425
ACTBL2,RUVBL1,714
ACTBL2,RUVBL2,714
ACTBL2,TPM4,410
ACTBL2,TUBA1A,450
ACTBL2,TUBA1C,458
ACTBL2,TUBA4A,412
ACTBL2,TUBA8,457
ACTBL2,TWF2,721
ACTBL2,WDR1,406
ACTBL2,YWHAB,442
ACTBL2,YWHAG,414
ACTBL2,YWHAH,439
ACTBL2,YWHAZ,447
ACTG1,ACTN1,972
ACTG1,ACTN4,970
ACTG1,ACTR1A,652
ACTG1,ACTR1B,442
ACTG1,ACTR2,949
ACTG1,ACTR3,936
ACTG1,AGRN,414
ACTG1,ALDOA,774
ACTG1,ANXA1,693
ACTG1,ANXA2,646
ACTG1,APOA1,484
ACTG1,APOA2,440
ACTG1,ARPC1B,962
ACTG1,ARPC2,966
ACTG1,ARPC3,964
ACTG1,ARPC4,939
ACTG1,ARPC5,953
ACTG1,ARPC5L,975
ACTG1,ATP5F1A,511
ACTG1,ATP5F1B,484
ACTG1,BRK1,712
ACTG1,CAP1,724
ACTG1,CAPZA1,504
ACTG1,CAPZA2,551
ACTG1,CAPZB,627
ACTG1,CASP3,922
ACTG1,CCT2,876
ACTG1,CCT4,871
ACTG1,CCT5,899
ACTG1,CCT6A,934
ACTG1,CCT7,947
ACTG1,CDC42,957
ACTG1,CDH1,457
ACTG1,CFL1,998
ACTG1,CLTC,623
ACTG1,CNN2,439
ACTG1,CORO1B,681
ACTG1,CORO1C,451
ACTG1,COTL1,567
ACTG1,CTTN,714
ACTG1,CYFIP1,616
ACTG1,DAG1,547
ACTG1,DBN1,498
ACTG1,DBNL,471
ACTG1,DCTN1,442
ACTG1,DCTN2,580
ACTG1,DIAPH1,936
ACTG1,DSTN,911
ACTG1,DYNLL1,495
ACTG1,ECH1,430
ACTG1,EEF2,517
ACTG1,EIF4G2,451
ACTG1,ENO1,615
ACTG1,FLNA,729
ACTG1,FN1,768
ACTG1,FUCA1,494
ACTG1,GAPDH,809
ACTG1,GC,407
ACTG1,GLRX,526
ACTG1,GRB2,684
ACTG1,HNRNPC,451
ACTG1,HNRNPK,530
ACTG1,HSP90AA1,504
ACTG1,HSP90AB1,518
ACTG1,HSPA5,475
ACTG1,HSPA8,592
ACTG1,ILK,928
ACTG1,ITGA2,793
ACTG1,ITGA2B,904
ACTG1,ITGA5,716
ACTG1,ITGA6,683
ACTG1,ITGAV,709
ACTG1,ITGB1,955
ACTG1,ITGB3,913
ACTG1,JAM3,421
ACTG1,LCP1,744
ACTG1,LMNB1,545
ACTG1,MSN,959
ACTG1,MYH9,978
ACTG1,MYL6,956
ACTG1,MYL9,940
ACTG1,P4HB,610
ACTG1,PARVB,912
ACTG1,PDLIM1,530
ACTG1,PDLIM5,431
ACTG1,PDLIM7,547
ACTG1,PFN1,992
ACTG1,PGAM1,572
ACTG1,PGK1,512
ACTG1,PKM,428
ACTG1,PLEC,408
ACTG1,PLG,477
ACTG1,PPP1CA,484
ACTG1,PPP1CB,474
ACTG1,PRDX2,402
ACTG1,RAN,424
ACTG1,RAP1B,475
ACTG1,RHOA,944
ACTG1,RHOC,619
ACTG1,RPLP0,583
ACTG1,RUVBL1,763
ACTG1,RUVBL2,706
ACTG1,SPTA1,620
ACTG1,TAGLN2,441
ACTG1,TCP1,943
ACTG1,TFRC,442
ACTG1,THBS1,404
ACTG1,TLN1,976
ACTG1,TMOD3,600
ACTG1,TMSB4X,977
ACTG1,TPI1,510
ACTG1,TPM1,516
ACTG1,TPM2,492
ACTG1,TPM3,742
ACTG1,TPM4,637
ACTG1,TSG101,489
ACTG1,TUBA1A,788
ACTG1,TUBA1C,754
ACTG1,TUBA4A,547
ACTG1,TUBA8,579
ACTG1,TUBB,773
ACTG1,TUBB4B,522
ACTG1,TWF2,566
ACTG1,VASP,974
ACTG1,VCL,990
ACTG1,VCP,516
ACTG1,VIM,611
ACTG1,WAS,949
ACTG1,WASF2,953
ACTG1,WDR1,748
ACTG1,WIPF1,698
ACTG1,YWHAB,526
ACTG1,YWHAE,632
ACTG1,YWHAG,532
ACTG1,YWHAH,505
ACTG1,YWHAQ,652
ACTG1,YWHAZ,664
ACTG1,ZYX,931
ACTN1,ACTN4,998
ACTN1,ACTR2,498
ACTN1,ACTR3,482
ACTN1,AGRN,417
ACTN1,AHSG,443
ACTN1,AKAP12,429
ACTN1,ANXA2,562
ACTN1,ARHGAP1,489
ACTN1,ARPC2,547
ACTN1,ARPC3,445
ACTN1,BASP1,479
ACTN1,CALD1,551
ACTN1,CALR,499
ACTN1,CAPZB,750
ACTN1,CD151,486
ACTN1,CD44,520
ACTN1,CDH1,464
ACTN1,CFL1,915
ACTN1,CNN2,444
ACTN1,COL1A1,521
ACTN1,COL6A3,581
ACTN1,CORO1C,529
ACTN1,CSRP1,574
ACTN1,CTTN,443
ACTN1,DAG1,439
ACTN1,DBN1,702
ACTN1,DIAPH1,590
ACTN1,DSTN,587
ACTN1,ENO1,618
ACTN1,ESYT1,452
ACTN1,FLNA,716
ACTN1,FN1,624
ACTN1,GAPDH,691
ACTN1,GC,451
ACTN1,HSP90AB1,581
ACTN1,HSPA4,527
ACTN1,ICAM1,511
ACTN1,ILK,523
ACTN1,ITGA2,776
ACTN1,ITGA2B,750
ACTN1,ITGA5,965
ACTN1,ITGA6,827
ACTN1,ITGAV,739
ACTN1,ITGB1,974
ACTN1,ITGB3,860
ACTN1,LCP1,403
ACTN1,LDHA,401
ACTN1,LMNB1,471
ACTN1,MCAM,430
ACTN1,MMRN1,446
ACTN1,MSN,432
ACTN1,MYH9,844
ACTN1,MYL6,561
ACTN1,MYL9,498
ACTN1,MYLK,471
ACTN1,P4HB,497
ACTN1,PARVB,955
ACTN1,PDLIM1,972
ACTN1,PDLIM5,532
ACTN1,PDLIM7,740
ACTN1,PFN1,756
ACTN1,PIP4K2A,906
ACTN1,PLEC,574
ACTN1,PLEK,412
ACTN1,PLXNB1,408
ACTN1,PPP1R12A,512
ACTN1,PYGB,662
ACTN1,RAB7A,539
ACTN1,RGS19,437
ACTN1,RHOA,433
ACTN1,SDC4,728
ACTN1,SDCBP,509
ACTN1,SEPTIN7,449
ACTN1,SERPINE1,529
ACTN1,SNAP23,427
ACTN1,SPTAN1,676
ACTN1,SPTBN1,472
ACTN1,SRC,851
ACTN1,TAGLN2,412
ACTN1,TGFB1,513
ACTN1,THBS1,461
ACTN1,TLN1,832
ACTN1,TMSB4X,492
ACTN1,TPM1,887
ACTN1,TPM2,641
ACTN1,TPM3,715
ACTN1,TPM4,677
ACTN1,TSG101,405
ACTN1,TUBA1A,516
ACTN1,TUBB,453
ACTN1,TUBB1,436
ACTN1,VAMP3,410
ACTN1,VASP,572
ACTN1,VCL,999
ACTN1,WDR1,697
ACTN1,YWHAG,494
ACTN1,YWHAZ,503
ACTN1,ZYX,989
ACTN4,ACTR2,564
ACTN4,ACTR3,437
ACTN4,AGRN,488
ACTN4,ALDOA,591
ACTN4,ANXA2,627
ACTN4,APOL1,690
ACTN4,ARHGDIA,605
ACTN4,ARPC1B,539
ACTN4,ARPC2,614
ACTN4,ARPC5,497
ACTN4,ARPC5L,502
ACTN4,CAPZA1,492
ACTN4,CAPZA2,537
ACTN4,CAPZB,513
ACTN4,CDC42,443
ACTN4,CDH1,584
ACTN4,CFL1,591
ACTN4,CORO1C,563
ACTN4,CTTN,535
ACTN4,DBN1,486
ACTN4,DSP,436
ACTN4,FAT1,600
ACTN4,FLNA,595
ACTN4,FN1,619
ACTN4,GAPDH,631
ACTN4,GRB2,597
ACTN4,HSP90AA1,598
ACTN4,HSP90AB1,596
ACTN4,HSP90B1,588
ACTN4,HSPA8,630
ACTN4,HSPB1,513
ACTN4,ICAM1,537
ACTN4,ILK,538
ACTN4,INF2,932
ACTN4,ITGA2,815
ACTN4,ITGA2B,685
ACTN4,ITGA5,922
ACTN4,ITGA6,725
ACTN4,ITGAV,697
ACTN4,ITGB1,960
ACTN4,ITGB3,712
ACTN4,KRT8,475
ACTN4,MSN,574
ACTN4,MYH9,926
ACTN4,PDIA3,543
ACTN4,PDIA6,501
ACTN4,PDLIM1,970
ACTN4,PDLIM5,735
ACTN4,PDLIM7,650
ACTN4,PFN1,489
ACTN4,PIP4K2A,904
ACTN4,PLEC,567
ACTN4,PODXL,748
ACTN4,PPP1R12A,458
ACTN4,PRDX2,439
ACTN4,PSMA6,402
ACTN4,RHOA,517
ACTN4,SEPTIN7,492
ACTN4,SPTAN1,760
ACTN4,SPTBN1,489
ACTN4,SRC,403
ACTN4,TAGLN2,411
ACTN4,TFRC,480
ACTN4,THBS1,424
ACTN4,TLN1,896
ACTN4,TPM1,684
ACTN4,TPM2,760
ACTN4,TPM3,581
ACTN4,TPM4,798
ACTN4,TSG101,654
ACTN4,VASP,442
ACTN4,VCL,999
ACTN4,VCP,582
ACTN4,ZYX,978
ACTR1A,ACTR1B,992
ACTR1A,ACTR2,624
ACTR1A,ACTR3,544
ACTR1A,ARF4,583
ACTR1A,ARPC1B,463
ACTR1A,ARPC2,492
ACTR1A,ARPC3,568
ACTR1A,ARPC4,514
ACTR1A,ARPC5,510
ACTR1A,CAPZA1,992
ACTR1A,CAPZA2,969
ACTR1A,CAPZB,990
ACTR1A,CCT2,411
ACTR1A,CCT5,434
ACTR1A,CFL1,508
ACTR1A,CLIP1,477
