gene1,gene2,combined_score
CTR9,RTF1,999
CTR9,SSRP1,989
CTR9,SUPT16H,997
CTR9,SUPT4H1,996
CTR9,SUPT5H,999
CTR9,SUPT6H,994
CTR9,TCEA1,955
CTR9,TNKS1BP1,892
CTR9,WDR82,702
CTSA,CTSB,765
CTSA,CTSS,794
CTSA,ELN,847
CTSA,GALNS,762
CTSA,GLB1,999
CTSA,HINT1,744
CTSA,NEU1,999
CTSB,CTSK,703
CTSB,CTSL,974
CTSB,CTSS,958
CTSB,LAMP1,812
CTSB,LAMP2,726
CTSB,LGMN,944
CTSB,MMP9,897
CTSB,PLAT,715
CTSB,PLAU,880
CTSB,PLG,724
CTSB,S100A10,753
CTSB,SERPINE1,725
CTSB,SQSTM1,719
CTSB,VTN,755
CTSB,XIAP,747
CTSC,GZMA,854
CTSC,LGMN,709
CTSC,LMAN1,811
CTSF,GABARAPL1,706
CTSH,CTSL,773
CTSH,HLA-DQA1,768
CTSH,HLA-DQB1,732
CTSH,LGMN,806
CTSH,SFTPB,715
CTSK,CTSL,908
CTSK,FOS,725
CTSK,MMP9,886
CTSK,NFATC1,904
CTSK,OSCAR,779
CTSK,SPP1,772
CTSK,TFEB,755
CTSL,CTSS,910
CTSL,LGMN,920
CTSL,PSAP,720
CTSS,ELANE,878
CTSS,HLA-DPA1,710
CTSS,HLA-DRA,745
CTSS,HSPG2,833
CTSS,ITGB2,724
CTSS,LAMP1,739
CTSS,LGMN,932
CTSS,MMP12,737
CTSS,MMP9,874
CTSS,MPO,964
CTSS,PRF1,709
CTSS,PSAP,721
CTSS,PTPRC,762
CTSS,TIMP1,763
CTSS,TYROBP,776
CTSS,XIAP,745
CTSZ,GNS,712
CTSZ,LGMN,767
CTSZ,LMAN1,818
CTSZ,MCFD2,715
CTSZ,TUBB1,749
CTTN,DNM1,735
CTTN,DNM2,993
CTTN,EGFR,829
CTTN,EZR,747
CTTN,FSCN1,771
CTTN,FYN,782
CTTN,GNA13,866
CTTN,GRB2,854
CTTN,GSN,987
CTTN,HDAC6,996
CTTN,HIP1R,921
CTTN,ITSN1,744
CTTN,ITSN2,750
CTTN,MAPRE3,765
CTTN,MMP14,792
CTTN,MTSS1,869
CTTN,MYLK,708
CTTN,NCF1,922
CTTN,NCK1,957
CTTN,NEXN,834
CTTN,PAK1,768
CTTN,PFN1,723
CTTN,PLXDC2,765
CTTN,PRKD1,857
CTTN,PTK2,919
CTTN,PTK2B,925
CTTN,PTPN1,702
CTTN,RAC1,824
CTTN,RHOA,839
CTTN,SCIN,985
CTTN,SH3PXD2B,940
CTTN,SHANK3,901
CTTN,SRC,998
CTTN,SVIL,705
CTTN,SYK,763
CTTN,TJP1,992
CTTN,TJP2,727
CTTN,TLN1,937
CTTN,TLN2,939
CTTN,VASP,936
CTTN,VAV2,785
CTTN,VCL,970
CTTN,WAS,996
CTTN,WASF2,947
CTTN,WASL,999
CTTN,WIPF1,978
CTTNBP2NL,MOB4,998
CTTNBP2NL,PDCD10,998
CTTNBP2NL,PPP2CA,996
CTTNBP2NL,PPP2CB,995
CTTNBP2NL,PPP2R1A,997
CTTNBP2NL,PPP2R1B,994
CTTNBP2NL,SLMAP,718
CTTNBP2NL,STK24,997
CTTNBP2NL,STK25,996
CTTNBP2NL,STK26,996
CTTNBP2NL,STRIP1,999
CTTNBP2NL,STRN,997
CTTNBP2NL,STRN3,999
CTTNBP2NL,STRN4,998
CUL1,CUL3,978
CUL1,CUL4A,991
CUL1,CUL4B,964
CUL1,CUL5,958
CUL1,CUL7,813
CUL1,DCUN1D1,999
CUL1,DCUN1D3,962
CUL1,DCUN1D5,832
CUL1,DDB1,968
CUL1,ELOB,950
CUL1,ELOC,983
CUL1,FAF1,777
CUL1,FBXL18,983
CUL1,FBXL20,948
CUL1,FBXL8,958
CUL1,FBXO22,968
CUL1,FBXO3,989
CUL1,FBXO4,983
CUL1,FBXO6,987
CUL1,FBXO7,992
CUL1,FBXW2,979
CUL1,FBXW9,944
CUL1,GLMN,993
CUL1,GPS1,921
CUL1,GSK3B,777
CUL1,IKBKB,762
CUL1,IKBKG,743
CUL1,IREB2,852
CUL1,KEAP1,918
CUL1,MCL1,707
CUL1,NAE1,923
CUL1,NFKB1,799
CUL1,NFKB2,779
CUL1,PSMA2,802
CUL1,PSMD14,882
CUL1,PSMD4,741
CUL1,RBX1,999
CUL1,RICTOR,927
CUL1,RNF7,999
CUL1,SENP8,900
CUL1,SKP1,999
CUL1,SMAD2,926
CUL1,SMAD3,947
CUL1,SNW1,775
CUL1,UBA1,759
CUL1,UBA3,962
CUL1,UBE2D3,738
CUL1,UBE2F,804
CUL1,UBE2M,999
CUL1,UBXN1,715
CUL1,UBXN7,819
CUL1,VCP,890
CUL1,ZC3HC1,904
CUL2,CUL3,988
CUL2,CUL4A,979
CUL2,CUL4B,926
CUL2,CUL5,961
CUL2,CUL7,959
CUL2,DCUN1D1,963
CUL2,DCUN1D3,808
CUL2,DCUN1D5,904
CUL2,DDB1,812
CUL2,EGLN1,775
CUL2,ELOB,999
CUL2,ELOC,999
CUL2,FAF1,700
CUL2,FBXO4,726
CUL2,FBXW2,718
CUL2,GLMN,875
CUL2,GPS1,919
CUL2,MCM2,817
CUL2,MCM3,855
CUL2,MCM5,832
CUL2,MCM7,902
CUL2,NAE1,812
CUL2,PPM1F,763
CUL2,RBX1,999
CUL2,RELA,798
CUL2,RNF7,998
CUL2,SENP8,813
CUL2,SKP1,976
CUL2,UBA3,869
CUL2,UBE2D3,735
CUL2,UBE2M,870
CUL2,UBE2V1,700
CUL2,UBXN7,962
CUL2,VBP1,804
CUL2,VCP,831
CUL2,ZER1,995
CUL2,ZSWIM8,878
CUL2,ZYG11B,990
CUL3,CUL4A,968
CUL3,CUL4B,916
CUL3,CUL5,974
CUL3,CUL7,960
CUL3,DCUN1D1,987
CUL3,DCUN1D3,912
CUL3,DCUN1D5,903
CUL3,DDB1,723
CUL3,DIABLO,801
CUL3,DVL2,732
CUL3,ELOC,779
CUL3,FAF1,756
CUL3,GAN,989
CUL3,GLMN,862
CUL3,GPS1,920
CUL3,KCTD10,996
CUL3,KEAP1,999
CUL3,KLHL22,995
CUL3,KLHL42,993
CUL3,LZTR1,998
CUL3,NAE1,827
CUL3,PDCD6,875
CUL3,PEF1,956
CUL3,PSMD12,776
CUL3,PSMD14,744
CUL3,RBX1,999
CUL3,RHOA,858
CUL3,RNF7,988
CUL3,SEC31A,716
CUL3,SKP1,968
CUL3,SQSTM1,906
CUL3,UBA1,702
CUL3,UBA3,836
CUL3,UBE2M,958
CUL3,UBXN7,929
CUL3,VCP,803
CUL3,WNK1,767
CUL3,ZSWIM8,940
CUL4A,CUL4B,999
CUL4A,CUL5,952
CUL4A,CUL7,954
CUL4A,DCAF1,999
CUL4A,DCAF11,999
CUL4A,DCAF6,989
CUL4A,DCAF7,983
CUL4A,DCAF8,990
CUL4A,DCUN1D1,957
CUL4A,DCUN1D5,816
CUL4A,DDA1,999
CUL4A,DDB1,999
CUL4A,DDB2,999
CUL4A,ELOB,713
CUL4A,ERCC3,761
CUL4A,GLMN,895
CUL4A,GPS1,955
CUL4A,LEO1,833
CUL4A,NAE1,867
CUL4A,PAF1,801
CUL4A,PARP1,746
CUL4A,PCID2,809
CUL4A,PCNA,808
CUL4A,PHIP,895
CUL4A,POLR2A,915
CUL4A,POLR2B,916
CUL4A,POLR2C,913
CUL4A,POLR2D,897
CUL4A,POLR2E,899
CUL4A,POLR2F,897
CUL4A,POLR2G,901
CUL4A,POLR2H,909
CUL4A,POLR2I,899
CUL4A,POLR2J,901
CUL4A,POLR2L,899
CUL4A,PWP1,743
CUL4A,RAD23A,720
CUL4A,RAD23B,783
CUL4A,RBBP7,861
CUL4A,RBX1,999
CUL4A,RNF7,998
CUL4A,SAMHD1,761
CUL4A,SENP8,776
CUL4A,SKP1,913
CUL4A,SUPT6H,825
CUL4A,UBA3,853
CUL4A,UBE2M,944
CUL4A,UBXN7,771
CUL4A,WDR5,889
CUL4A,XPA,761
CUL4A,XPC,743
CUL4B,CUL5,880
CUL4B,CUL7,904
CUL4B,DCAF1,999
CUL4B,DCAF11,996
CUL4B,DCAF6,969
CUL4B,DCAF7,984
CUL4B,DCAF8,992
CUL4B,DCUN1D1,953
CUL4B,DCUN1D5,807
CUL4B,DDA1,996
CUL4B,DDB1,999
CUL4B,DDB2,998
CUL4B,GLMN,854
CUL4B,GPS1,940
CUL4B,HUWE1,786
CUL4B,MCTS1,861
CUL4B,NAE1,759
CUL4B,PHIP,898
CUL4B,PRMT5,747
CUL4B,RBBP7,826
CUL4B,RBX1,999
CUL4B,RNF7,967
CUL4B,SIN3A,758
CUL4B,SKP1,812
CUL4B,TBL3,786
CUL4B,UBA3,778
CUL4B,UBE2M,851
CUL4B,UBXN7,812
CUL4B,WDR5,837
CUL5,CUL7,895
CUL5,DCUN1D1,934
CUL5,DCUN1D3,730
CUL5,DCUN1D5,712
CUL5,DDB1,748
CUL5,ELOA,934
CUL5,ELOB,999
CUL5,ELOC,999
CUL5,HSP90AA1,884
CUL5,HSP90AB1,749
CUL5,HSPA4,844
CUL5,LRRC41,910
CUL5,NAE1,796
CUL5,RBX1,999
CUL5,RNF7,999
CUL5,SKP1,862
CUL5,TRAF6,769
CUL5,UBA3,888
CUL5,UBE2F,975
CUL5,UBE2M,857
CUL7,DAP3,882
CUL7,DDB1,873
CUL7,EEF1B2,706
CUL7,EEF1D,706
CUL7,EEF2,814
CUL7,EFL1,816
CUL7,EFTUD2,861
CUL7,EIF1AX,771
CUL7,EIF1AY,771
CUL7,EIF5A,795
CUL7,EIF5B,898
CUL7,EIF6,896
CUL7,EPRS1,872
CUL7,FAU,992
CUL7,GFM1,806
CUL7,GLMN,992
CUL7,HDDC3,785
CUL7,HIBCH,832
CUL7,HMGN1,773
CUL7,HMGN2,773
CUL7,HMGN4,773
CUL7,HSPBP1,775
CUL7,IFI35,797
CUL7,IMP3,888
CUL7,MED1,888
CUL7,METAP1,726
CUL7,METAP2,744
CUL7,MRPL1,865
CUL7,MRPL11,931
CUL7,MRPL12,971
CUL7,MRPL13,964
CUL7,MRPL16,952
CUL7,MRPL17,978
CUL7,MRPL19,976
CUL7,MRPL20,976
CUL7,MRPL21,977
CUL7,MRPL22,954
CUL7,MRPL23,846
CUL7,MRPL24,935
CUL7,MRPL27,973
CUL7,MRPL3,956
CUL7,MRPL34,848
CUL7,MRPL4,938
CUL7,MRPL40,806
CUL7,MRPL41,860
CUL7,MRPL43,861
CUL7,MRPL44,857
CUL7,MRPL46,903
CUL7,MRPL47,844
CUL7,MRPL49,810
CUL7,MRPL58,736
CUL7,MRPL9,970
CUL7,MRPS10,951
CUL7,MRPS11,960
CUL7,MRPS15,961
CUL7,MRPS16,978
CUL7,MRPS18A,701
CUL7,MRPS2,932
CUL7,MRPS35,883
CUL7,MRPS6,976
CUL7,MRPS7,860
CUL7,MRPS9,984
CUL7,MRRF,899
CUL7,MRTO4,887
CUL7,MT-ATP6,727
CUL7,MTIF2,860
CUL7,OBSL1,999
CUL7,PA2G4,798
CUL7,PDCD11,962
CUL7,PES1,733
CUL7,PHC2,902
CUL7,PHC3,900
CUL7,PKLR,709
CUL7,PKM,793
CUL7,POLR1A,837
CUL7,POLR1C,868
CUL7,POLR2B,812
CUL7,POLR2C,867
CUL7,POLR2F,774
CUL7,POLR3A,821
CUL7,QARS1,769
CUL7,RACK1,873
CUL7,RBX1,999
CUL7,RING1,918
CUL7,RNF7,977
CUL7,RPL10,833
CUL7,RPL10A,878
CUL7,RPL11,980
CUL7,RPL12,833
CUL7,RPL13,957
CUL7,RPL13A,835
CUL7,RPL14,850
CUL7,RPL15,972
CUL7,RPL17,835
CUL7,RPL18,975
CUL7,RPL18A,937
CUL7,RPL19,977
CUL7,RPL21,973
CUL7,RPL22,758
CUL7,RPL23,985
CUL7,RPL23A,983
CUL7,RPL24,958
CUL7,RPL26,835
CUL7,RPL26L1,878
CUL7,RPL27,797
CUL7,RPL28,919
CUL7,RPL29,946
CUL7,RPL3,883
CUL7,RPL30,949
CUL7,RPL31,945
CUL7,RPL34,962
CUL7,RPL35,978
CUL7,RPL35A,936
CUL7,RPL36,945
CUL7,RPL36AL,744
CUL7,RPL37A,957
CUL7,RPL38,912
CUL7,RPL4,835
CUL7,RPL5,972
CUL7,RPL6,852
CUL7,RPL7,856
CUL7,RPL7A,769
CUL7,RPL7L1,869
CUL7,RPL9,917
CUL7,RPLP0,917
CUL7,RPLP1,949
CUL7,RPLP2,927
CUL7,RPS10,884
CUL7,RPS11,971
CUL7,RPS13,871
CUL7,RPS14,879
CUL7,RPS15,971
CUL7,RPS16,835
CUL7,RPS17,952
CUL7,RPS18,984
CUL7,RPS19,963
CUL7,RPS2,919
CUL7,RPS20,889
CUL7,RPS21,925
CUL7,RPS23,888
CUL7,RPS24,946
CUL7,RPS25,957
CUL7,RPS26,956
CUL7,RPS27,771
CUL7,RPS27L,760
CUL7,RPS28,939
CUL7,RPS29,836
CUL7,RPS3,978
CUL7,RPS3A,972
CUL7,RPS4X,878
CUL7,RPS4Y1,835
CUL7,RPS5,897
CUL7,RPS6,969
CUL7,RPS7,941
CUL7,RPS8,958
CUL7,RPS9,966
CUL7,RPSA,830
CUL7,SEC61A1,907
CUL7,SIL1,778
CUL7,SKP1,999
CUL7,SRP54,855
CUL7,TSFM,731
CUL7,TUFM,980
CUL7,UBA3,814
CUL7,UBE2D3,721
CUL7,UBE2M,798
CUTA,CUTC,738
CUTA,FBLIM1,737
CUTA,HSPE1,787
CUX1,EWSR1,834
CUX1,GOLGA5,885
CUX1,RB1,739
CUX1,SPP2,772
CUX1,STAT3,758
CWC15,CWC22,997
CWC15,CWC27,965
CWC15,DHX15,925
CWC15,DHX16,976
CWC15,DHX38,989
CWC15,ECM2,741
CWC15,EFTUD2,999
CWC15,EIF4A3,935
CWC15,FRG1,833
CWC15,GP5,835
CWC15,GPKOW,807
CWC15,HSPA8,980
CWC15,ISY1,987
CWC15,LRMDA,795
CWC15,LSM2,817
CWC15,LSM3,892
CWC15,LSM5,831
CWC15,LSM6,817
CWC15,LSM7,820
CWC15,LSM8,822
CWC15,MAGOH,938
CWC15,MFAP1,836
CWC15,NCBP1,807
CWC15,NCBP2,874
CWC15,PHF5A,943
CWC15,PLRG1,999
CWC15,PPIE,992
CWC15,PPIG,893
CWC15,PPIL1,995
CWC15,PPIL2,933
CWC15,PPWD1,837
CWC15,PQBP1,819
CWC15,PRPF19,999
CWC15,PRPF38A,926
CWC15,PRPF8,999
CWC15,RBM17,829
CWC15,RBM22,999
CWC15,RBM8A,858
CWC15,RNF113A,975
CWC15,SF3A1,945
CWC15,SF3A2,971
CWC15,SF3A3,926
CWC15,SF3B1,952
CWC15,SF3B2,930
CWC15,SF3B3,904
CWC15,SF3B4,933
CWC15,SF3B5,969
CWC15,SF3B6,885
CWC15,SNRNP200,994
CWC15,SNRNP40,990
CWC15,SNRPA,870
CWC15,SNRPA1,999
CWC15,SNRPB,993
CWC15,SNRPB2,998
CWC15,SNRPD1,998
CWC15,SNRPD2,998
CWC15,SNRPD3,997
CWC15,SNRPE,998
CWC15,SNRPF,998
CWC15,SNW1,999
CWC15,SRRM1,907
CWC15,SRRM2,997
CWC15,SRSF1,823
CWC15,TCERG1,981
CWC15,TFIP11,891
CWC15,UBL5,904
CWC15,WBP11,963
CWC15,WDR70,809
CWC15,XAB2,998
CWC15,ZMAT2,894
CWC22,CWC27,999
CWC22,DDX23,805
CWC22,DDX39B,887
CWC22,DDX5,844
CWC22,DHX16,998
CWC22,DHX38,998
CWC22,EFTUD2,999
CWC22,EIF4A3,999
CWC22,FRG1,998
CWC22,GPKOW,968
CWC22,IK,930
CWC22,ISY1,994
CWC22,LSM2,923
CWC22,LSM3,925
CWC22,LSM5,925
CWC22,LSM6,908
CWC22,LSM7,911
CWC22,LSM8,907
CWC22,MAGOH,971
CWC22,MFAP1,948
CWC22,MTREX,850
CWC22,PHF5A,993
CWC22,PLRG1,998
CWC22,PPIE,983
CWC22,PPIG,895
CWC22,PPIL1,982
CWC22,PPIL2,964
CWC22,PPIL3,836
CWC22,PPWD1,891
CWC22,PRPF19,999
CWC22,PRPF3,932
CWC22,PRPF31,927
CWC22,PRPF38A,951
CWC22,PRPF4,916
CWC22,PRPF6,943
CWC22,PRPF8,999
CWC22,RBM22,998
CWC22,RBM8A,990
CWC22,RNF113A,999
CWC22,SART1,940
CWC22,SF3A1,995
CWC22,SF3A2,995
CWC22,SF3A3,995
CWC22,SF3B1,998
CWC22,SF3B2,995
CWC22,SF3B3,994
CWC22,SF3B4,992
CWC22,SF3B5,992
CWC22,SF3B6,870
CWC22,SMU1,912
CWC22,SNRNP200,999
CWC22,SNRNP40,983
CWC22,SNRPA1,998
CWC22,SNRPB,989
CWC22,SNRPB2,991
CWC22,SNRPD1,992
CWC22,SNRPD2,993
CWC22,SNRPD3,990
CWC22,SNRPE,991
CWC22,SNRPF,990
CWC22,SNU13,913
CWC22,SNW1,999
CWC22,SRRM1,968
CWC22,SRRM2,999
CWC22,SRRT,855
CWC22,TFIP11,760
CWC22,TXNL4A,911
CWC22,UPF3B,906
CWC22,WDR70,898
CWC22,XAB2,999
CWC22,ZMAT2,948
CWC27,DDX23,715
CWC27,DDX39B,828
CWC27,DDX5,829
CWC27,DHX16,998
CWC27,DHX38,924
CWC27,EFTUD2,995
CWC27,EIF4A3,979
CWC27,GPKOW,971
CWC27,IK,925
CWC27,LSM2,957
CWC27,LSM3,915
CWC27,LSM5,918
CWC27,LSM6,962
CWC27,LSM7,908
CWC27,LSM8,912
CWC27,MFAP1,931
CWC27,MTREX,938
CWC27,PHF5A,991
CWC27,PLRG1,934
CWC27,PPIE,831
CWC27,PPIL1,963
CWC27,PPIL2,971
CWC27,PPIL3,850
CWC27,PRPF19,992
CWC27,PRPF3,948
CWC27,PRPF31,947
CWC27,PRPF38A,933
CWC27,PRPF4,941
CWC27,PRPF6,947
CWC27,PRPF8,997
CWC27,RBM22,943
CWC27,RNF113A,999
CWC27,SART1,923
CWC27,SF3A1,993
CWC27,SF3A2,994
CWC27,SF3A3,995
CWC27,SF3B1,994
CWC27,SF3B2,993
CWC27,SF3B3,993
CWC27,SF3B4,994
CWC27,SF3B5,991
CWC27,SF3B6,837
CWC27,SMU1,907
CWC27,SNRNP200,999
CWC27,SNRNP40,867
CWC27,SNRPA1,997
CWC27,SNRPB,991
CWC27,SNRPB2,989
CWC27,SNRPD1,992
CWC27,SNRPD2,991
CWC27,SNRPD3,991
CWC27,SNRPE,992
CWC27,SNRPF,991
CWC27,SNU13,916
CWC27,SNW1,977
CWC27,SRRM1,833
CWC27,SRRM2,992
CWC27,SRRT,805
CWC27,TPI1,846
CWC27,TXNL4A,944
CWC27,XAB2,941
CWC27,ZMAT2,908
CWF19L1,DBR1,771
CWF19L1,ISY1,765
CWF19L1,TFIP11,761
CWF19L1,XAB2,760
CXCL10,CXCL12,999
CXCL10,CXCL16,902
CXCL10,CXCR1,989
CXCL10,DPP4,777
CXCL10,FCGR3A,711
CXCL10,GBP1,887
CXCL10,GBP4,776
CXCL10,ICAM1,858
CXCL10,IFI44,821
CXCL10,IFIH1,891
CXCL10,IFIT1,910
CXCL10,IFIT2,852
CXCL10,IFIT3,829
CXCL10,IL18,862
CXCL10,IRF3,759
CXCL10,ISG15,914
CXCL10,ITGAM,774
CXCL10,MAVS,707
CXCL10,MMP1,732
CXCL10,MMP9,868
CXCL10,MX1,834
CXCL10,MX2,812
CXCL10,MYD88,795
CXCL10,NFKB1,845
CXCL10,OAS1,730
CXCL10,OAS2,753
CXCL10,PF4,999
CXCL10,PF4V1,999
CXCL10,PPBP,999
CXCL10,SAA1,789
CXCL10,SAA2,780
CXCL10,STAT1,949
CXCL10,STAT3,820
CXCL10,TIMP1,744
CXCL10,TLR2,902
CXCL10,TLR3,780
CXCL10,VCAM1,732
CXCL12,CXCL16,827
CXCL12,CXCR1,992
CXCL12,DPP4,832
CXCL12,EGFR,897
CXCL12,FGF2,896
CXCL12,FLT1,800
CXCL12,FN1,884
CXCL12,HGF,751
CXCL12,HMGB1,984
CXCL12,IL18,718
CXCL12,ITGA5,726
CXCL12,ITGB2,709
CXCL12,ITIH4,811
CXCL12,LGALS3,744
CXCL12,MET,902
CXCL12,MIF,737
CXCL12,MMP2,762
CXCL12,MMP9,891
CXCL12,NAMPT,730
CXCL12,PDGFRA,806
CXCL12,PDGFRB,815
CXCL12,PECAM1,745
CXCL12,PF4,999
CXCL12,PF4V1,997
CXCL12,PPBP,999
CXCL12,PTPRC,827
CXCL12,SDC1,702
CXCL12,SELL,720
CXCL12,SELP,749
CXCL12,SLIT2,733
CXCL12,SRC,789
CXCL12,TGFB1,798
CXCL12,TIMP1,737
CXCL12,VCAM1,864
CXCL16,CXCR1,932
CXCL16,PF4,772
CXCL16,PPBP,708
CXCL16,SRC,734
CXCR1,FCGR3A,775
CXCR1,FCGR3B,936
CXCR1,FPR1,842
CXCR1,GNA12,728
CXCR1,GNAI2,845
CXCR1,GNAQ,925
CXCR1,GRK2,837
CXCR1,GRK6,829
CXCR1,ITGB2,711
CXCR1,JAK2,764
CXCR1,JAK3,723
CXCR1,LASP1,768
CXCR1,PF4,876
CXCR1,PF4V1,825
CXCR1,PPBP,998
CXCR1,YARS1,788
CXCR1,YARS2,714
CYB5B,CYB5R1,995
CYB5B,CYB5R2,994
CYB5B,CYB5R3,999
CYB5B,CYB5R4,969
CYB5B,CYP51A1,767
CYB5B,NENF,964
CYB5B,PGRMC1,766
CYB5B,PGRMC2,724
CYB5B,POR,997
CYB5B,PPIG,886
CYB5B,SCD,985
CYB5R1,DHODH,923
CYB5R1,DPYD,877
CYB5R1,FDXR,726
CYB5R1,POR,709
CYB5R1,SCD,820
CYB5R1,SUOX,948
CYB5R1,UMPS,854
CYB5R2,DHODH,918
CYB5R2,DPYD,880
CYB5R2,FDXR,702
CYB5R2,SCD,820
CYB5R2,SUOX,942
CYB5R2,UMPS,853
CYB5R3,CYP51A1,782
CYB5R3,DHODH,912
CYB5R3,DPYD,878
CYB5R3,FDXR,704
CYB5R3,POR,736
CYB5R3,SCD,815
CYB5R3,SUOX,951
CYB5R3,UMPS,857
CYB5R4,DHODH,935
CYB5R4,DPYD,911
CYB5R4,FDXR,766
CYB5R4,POR,726
CYB5R4,SCD,876
CYB5R4,UMPS,878
CYBA,CYBB,999
CYBA,MAPK1,909
CYBA,MAPK13,705
CYBA,MAPK14,724
CYBA,MAPK3,937
CYBA,MMP2,949
CYBA,MMP9,941
CYBA,MT-CYB,870
CYBA,NCF1,999
CYBA,NCF2,999
CYBA,NCF4,999
CYBA,POLDIP2,994
CYBA,PRKCD,917
CYBA,RAC1,865
CYBA,RAC2,999
CYBA,RAP1A,947
CYBA,SRC,707
CYBA,VCAM1,938
CYBB,FCER1G,741
CYBB,GPX3,739
CYBB,GPX7,743
CYBB,GPX8,743
CYBB,HMOX1,712
CYBB,IQGAP1,879
CYBB,ITGAM,778
CYBB,ITGB2,816
CYBB,MAPK1,926
CYBB,MAPK13,750
CYBB,MAPK14,788
CYBB,MAPK3,955
CYBB,MMP2,957
CYBB,MMP9,963
CYBB,MPO,767
CYBB,MT-CYB,868
CYBB,MYD88,739
CYBB,NAMPT,923
CYBB,NCF1,999
CYBB,NCF2,999
CYBB,NCF4,999
CYBB,NOS3,702
CYBB,PLEK,720
CYBB,POLDIP2,744
CYBB,PRKCD,930
CYBB,RAC1,888
CYBB,RAC2,999
CYBB,RAP1A,971
CYBB,S100A9,792
CYBB,SRC,721
CYBB,TLR2,786
CYBB,VCAM1,959
CYBRD1,HEPH,832
CYBRD1,HFE,908
CYBRD1,MIER1,739
CYBRD1,SLC40A1,946
CYBRD1,STEAP3,783
CYBRD1,TFRC,851
CYC1,DLST,792
CYC1,GATC,936
CYC1,GPD2,887
CYC1,HCCS,807
CYC1,HSPA9,753
CYC1,HTATIP2,848
CYC1,HTT,933
CYC1,IDH3B,769
CYC1,MDH2,885
CYC1,MGLL,824
CYC1,MT-CO1,999
CYC1,MT-CO2,998
CYC1,MT-CYB,999
CYC1,MT-ND1,995
CYC1,MT-ND2,989
CYC1,MT-ND4,996
CYC1,MT-ND5,990
CYC1,NDUFA10,980
CYC1,NDUFA11,960
CYC1,NDUFA12,998
CYC1,NDUFA13,994
CYC1,NDUFA2,994
CYC1,NDUFA3,901
CYC1,NDUFA4,789
CYC1,NDUFA5,997
CYC1,NDUFA6,996
CYC1,NDUFA7,936
CYC1,NDUFA8,998
CYC1,NDUFA9,998
CYC1,NDUFAB1,985
CYC1,NDUFB1,903
CYC1,NDUFB10,995
CYC1,NDUFB11,961
CYC1,NDUFB3,930
CYC1,NDUFB4,928
CYC1,NDUFB5,939
CYC1,NDUFB6,973
CYC1,NDUFB7,996
CYC1,NDUFB8,994
CYC1,NDUFB9,997
CYC1,NDUFC1,864
CYC1,NDUFC2,943
CYC1,NDUFS1,999
CYC1,NDUFS2,999
CYC1,NDUFS3,999
CYC1,NDUFS4,999
CYC1,NDUFS5,933
CYC1,NDUFS6,998
CYC1,NDUFS7,998
CYC1,NDUFS8,999
CYC1,NDUFV1,999
CYC1,NDUFV2,999
CYC1,NDUFV3,878
CYC1,NMRAL1,849
CYC1,PHB2,753
CYC1,PMPCA,985
CYC1,PMPCB,995
CYC1,SDHA,966
CYC1,SDHB,975
CYC1,SDHC,923
CYC1,SDHD,878
CYC1,SLC25A4,756
CYC1,SLC25A6,755
CYC1,SUCLG1,827
CYC1,SURF1,868
CYC1,TIMM22,813
CYC1,TIMM23,703
CYC1,TIMM44,794
CYC1,TIMM50,782
CYC1,TOMM40,892
CYC1,TRIR,918
CYC1,TUFM,906
CYC1,UQCR10,999
CYC1,UQCR11,999
CYC1,UQCRB,999
CYC1,UQCRC1,999
CYC1,UQCRC2,999
CYC1,UQCRFS1,999
CYC1,UQCRH,999
CYC1,UQCRQ,999
CYC1,VDAC1,861
CYC1,WBP2,941
CYFIP1,CYFIP2,975
CYFIP1,EIF4E,997
CYFIP1,EIF4E2,905
CYFIP1,EIF4E3,752
CYFIP1,FMR1,999
CYFIP1,FXR1,999
CYFIP1,FXR2,999
CYFIP1,IGFBP2,841
CYFIP1,MAP1B,721
CYFIP1,NCBP1,726
CYFIP1,NCBP2,735
CYFIP1,NCBP3,720
CYFIP1,NCK1,902
CYFIP1,NCK2,788
CYFIP1,NCKAP1,999
CYFIP1,NCKAP1L,999
CYFIP1,NCL,752
CYFIP1,NHSL2,720
CYFIP1,NUFIP2,834
CYFIP1,RAC1,993
CYFIP1,RAC2,930
CYFIP1,RNMT,720
CYFIP1,SHANK3,709
CYFIP1,SRA1,720
CYFIP1,TUBGCP5,989
CYFIP1,WAS,873
CYFIP1,WASF2,999
CYFIP2,EIF4E2,904
CYFIP2,FMR1,999
CYFIP2,FXR1,999
CYFIP2,FXR2,999
CYFIP2,NCK1,925
CYFIP2,NCKAP1,999
CYFIP2,NCKAP1L,999
CYFIP2,NUFIP2,835
CYFIP2,RAC1,871
CYFIP2,RAC2,945
CYFIP2,SRA1,720
CYFIP2,SRC,734
CYFIP2,TIGAR,767
CYFIP2,WAS,940
CYFIP2,WASF2,999
CYFIP2,WASL,826
CYGB,GPT,706
CYLD,HDAC6,848
CYLD,IKBKB,868
CYLD,IKBKG,999
CYLD,ITCH,912
CYLD,LSP1,942
CYLD,MALT1,724
CYLD,MAVS,709
CYLD,MLKL,753
CYLD,NFKB1,725
CYLD,OPTN,938
CYLD,OTULIN,832
CYLD,RBCK1,877
CYLD,RIPK1,999
CYLD,RNF31,993
CYLD,SQSTM1,979
CYLD,TBK1,969
CYLD,THOC1,962
CYLD,THOC2,992
CYLD,THOC3,989
