gene1,gene2,combined_score
COL4A2,IGBP1,575
COL4A2,IGFBP7,414
COL4A2,ITGA1,893
COL4A2,ITGA11,775
COL4A2,ITGA2,765
COL4A2,ITGA2B,686
COL4A2,ITGA3,784
COL4A2,ITGA4,744
COL4A2,ITGA5,803
COL4A2,ITGA6,769
COL4A2,ITGA7,769
COL4A2,ITGA8,752
COL4A2,ITGA9,740
COL4A2,ITGAV,841
COL4A2,ITGB1,776
COL4A2,ITGB3,748
COL4A2,ITGB4,827
COL4A2,ITGB5,857
COL4A2,ITGB6,717
COL4A2,KTN1,428
COL4A2,LAMA2,688
COL4A2,LAMA4,798
COL4A2,LAMA5,724
COL4A2,LAMB1,738
COL4A2,LAMB2,492
COL4A2,LAMC1,814
COL4A2,LOX,504
COL4A2,LOXL2,656
COL4A2,LUM,659
COL4A2,MIA3,400
COL4A2,MMP14,438
COL4A2,MMP2,783
COL4A2,MMP9,574
COL4A2,MSR1,823
COL4A2,NCAM1,563
COL4A2,NID1,823
COL4A2,NID2,734
COL4A2,NOTCH3,471
COL4A2,P3H1,708
COL4A2,P3H3,556
COL4A2,P4HA1,594
COL4A2,P4HA2,554
COL4A2,P4HB,554
COL4A2,PBRM1,409
COL4A2,PCOLCE,647
COL4A2,PDGFRB,428
COL4A2,PLOD1,787
COL4A2,PLOD2,691
COL4A2,PLOD3,802
COL4A2,POSTN,497
COL4A2,PPIB,549
COL4A2,PTK2,724
COL4A2,PXDN,447
COL4A2,RBFOX2,441
COL4A2,SDC1,721
COL4A2,SDC4,695
COL4A2,SERPINA3,451
COL4A2,SERPINH1,880
COL4A2,SPARC,579
COL4A2,SPP1,545
COL4A2,TGFBI,669
COL4A2,THBS1,677
COL4A2,THBS2,679
COL4A2,THBS3,575
COL4A2,THBS4,549
COL4A2,TIMP3,496
COL4A2,TK2,478
COL4A2,VCAN,433
COL5A1,COL5A2,996
COL5A1,COL6A1,879
COL5A1,COL6A2,862
COL5A1,COL6A3,892
COL5A1,COL8A1,725
COL5A1,COLGALT1,776
COL5A1,CRTAP,745
COL5A1,CTHRC1,619
COL5A1,DCN,573
COL5A1,DDR2,762
COL5A1,EFEMP2,590
COL5A1,ELN,634
COL5A1,ENG,492
COL5A1,FBLN1,528
COL5A1,FBLN2,707
COL5A1,FBLN5,636
COL5A1,FBN1,929
COL5A1,FKBP14,535
COL5A1,FLNA,551
COL5A1,FLNC,557
COL5A1,FMOD,510
COL5A1,FN1,840
COL5A1,FNDC3B,457
COL5A1,FSTL1,407
COL5A1,HSPG2,481
COL5A1,ITGA1,683
COL5A1,ITGA11,721
COL5A1,ITGA2,500
COL5A1,ITGA3,413
COL5A1,ITGA5,530
COL5A1,ITGB5,437
COL5A1,LAMA2,511
COL5A1,LAMA4,620
COL5A1,LAMA5,519
COL5A1,LAMB1,613
COL5A1,LAMC1,743
COL5A1,LOX,703
COL5A1,LOXL1,584
COL5A1,LOXL2,523
COL5A1,LTBP1,466
COL5A1,LTBP2,526
COL5A1,LTBP3,462
COL5A1,LUM,912
COL5A1,MFAP2,424
COL5A1,MFAP5,513
COL5A1,MMP1,416
COL5A1,MMP14,591
COL5A1,MMP2,796
COL5A1,MMP7,536
COL5A1,MMP9,534
COL5A1,MXRA5,581
COL5A1,MYH11,405
COL5A1,MYLK,472
COL5A1,NID1,483
COL5A1,NID2,582
COL5A1,OGN,403
COL5A1,ORM1,424
COL5A1,P3H1,796
COL5A1,P3H3,612
COL5A1,P4HA1,613
COL5A1,P4HA2,603
COL5A1,P4HB,557
COL5A1,PCOLCE,928
COL5A1,PCOLCE2,580
COL5A1,PDGFRB,406
COL5A1,PF4,410
COL5A1,PLOD1,857
COL5A1,PLOD2,750
COL5A1,PLOD3,663
COL5A1,PMPCA,402
COL5A1,POSTN,780
COL5A1,PPIB,579
COL5A1,PPIC,413
COL5A1,PRSS23,464
COL5A1,PTEN,526
COL5A1,PTPN2,476
COL5A1,PXDN,553
COL5A1,RXRA,591
COL5A1,SERPINE1,432
COL5A1,SERPINH1,804
COL5A1,SMAD3,433
COL5A1,SPARC,675
COL5A1,SPARCL1,511
COL5A1,SULF1,490
COL5A1,TAGLN,420
COL5A1,TGFB1,659
COL5A1,TGFB1I1,488
COL5A1,TGFBI,591
COL5A1,TGFBR1,437
COL5A1,TGFBR2,421
COL5A1,THBS1,653
COL5A1,THBS2,742
COL5A1,THY1,409
COL5A1,TIMP1,626
COL5A1,TIMP2,431
COL5A1,TIMP3,478
COL5A1,TNC,429
COL5A1,TNXB,781
COL5A1,TSC1,553
COL5A1,TSC2,539
COL5A1,VCAN,631
COL5A1,ZMPSTE24,432
COL5A2,COL6A1,904
COL5A2,COL6A2,856
COL5A2,COL6A3,935
COL5A2,COL8A1,647
COL5A2,COLGALT1,767
COL5A2,CRTAP,758
COL5A2,CTHRC1,598
COL5A2,CTSK,461
COL5A2,DCN,630
COL5A2,EFEMP2,573
COL5A2,EGFR,507
COL5A2,ELN,564
COL5A2,FAP,606
COL5A2,FBLN1,429
COL5A2,FBLN2,460
COL5A2,FBLN5,439
COL5A2,FBN1,924
COL5A2,FKBP10,422
COL5A2,FKBP14,533
COL5A2,FMOD,471
COL5A2,FN1,830
COL5A2,FSTL1,613
COL5A2,GBE1,521
COL5A2,GJA1,422
COL5A2,GTF3C3,649
COL5A2,HLA-DPA1,447
COL5A2,IGFBP5,496
COL5A2,IKBIP,437
COL5A2,ITGA1,619
COL5A2,ITGA11,644
COL5A2,ITGA2,521
COL5A2,ITGA3,506
COL5A2,ITGA5,415
COL5A2,ITGAV,654
COL5A2,ITGB2,513
COL5A2,ITGB3,552
COL5A2,ITGB5,545
COL5A2,ITGBL1,424
COL5A2,KRT5,432
COL5A2,LAMA2,525
COL5A2,LAMA4,620
COL5A2,LAMB1,754
COL5A2,LAMC1,557
COL5A2,LOX,680
COL5A2,LOXL1,529
COL5A2,LOXL2,441
COL5A2,LRPAP1,418
COL5A2,LTBP1,405
COL5A2,LTBP2,668
COL5A2,LTBP3,594
COL5A2,LUM,960
COL5A2,MFAP2,439
COL5A2,MFAP5,559
COL5A2,MMP2,596
COL5A2,MMP9,605
COL5A2,MXRA5,584
COL5A2,MYH11,421
COL5A2,MYLK,465
COL5A2,NID1,536
COL5A2,NID2,557
COL5A2,P3H1,793
COL5A2,P3H3,577
COL5A2,P3H4,425
COL5A2,P4HA1,529
COL5A2,P4HA2,593
COL5A2,P4HB,583
COL5A2,PCOLCE,857
COL5A2,PCOLCE2,585
COL5A2,PDGFRA,415
COL5A2,PDGFRB,459
COL5A2,PFKL,432
COL5A2,PLAU,542
COL5A2,PLOD1,865
COL5A2,PLOD2,737
COL5A2,PLOD3,669
COL5A2,POSTN,792
COL5A2,PPIB,599
COL5A2,PRCP,475
COL5A2,PXDN,409
COL5A2,SERPINH1,866
COL5A2,SPARC,649
COL5A2,STEAP1,513
COL5A2,SULF1,630
COL5A2,TAGLN,582
COL5A2,TGFBI,417
COL5A2,TGFBR1,412
COL5A2,TGFBR2,404
COL5A2,THBS2,824
COL5A2,THY1,717
COL5A2,TIMP1,443
COL5A2,TNXB,751
COL5A2,TPM2,449
COL5A2,VCAM1,486
COL5A2,VCAN,589
COL5A2,VIM,566
COL5A2,ZMPSTE24,413
COL6A1,COL6A2,998
COL6A1,COL6A3,994
COL6A1,COL8A1,658
COL6A1,COLEC11,522
COL6A1,COLGALT1,610
COL6A1,COMP,426
COL6A1,CRTAP,543
COL6A1,CSPG4,435
COL6A1,CTSB,412
COL6A1,CTSK,412
COL6A1,DCN,824
COL6A1,DMD,588
COL6A1,DYSF,447
COL6A1,ECM1,440
COL6A1,EFEMP1,457
COL6A1,EFEMP2,543
COL6A1,ELN,693
COL6A1,ENPP1,529
COL6A1,FABP4,460
COL6A1,FBLN1,738
COL6A1,FBLN2,586
COL6A1,FBLN5,443
COL6A1,FBN1,743
COL6A1,FKBP10,557
COL6A1,FLNC,415
COL6A1,FMOD,522
COL6A1,FN1,780
COL6A1,FSTL1,436
COL6A1,GJA1,448
COL6A1,GP6,931
COL6A1,HSPG2,493
COL6A1,ITGA1,870
COL6A1,ITGA11,878
COL6A1,ITGA2,857
COL6A1,ITGA2B,672
COL6A1,ITGA3,835
COL6A1,ITGA4,719
COL6A1,ITGA5,922
COL6A1,ITGA6,771
COL6A1,ITGA7,796
COL6A1,ITGA8,860
COL6A1,ITGA9,719
COL6A1,ITGAV,885
COL6A1,ITGB1,776
COL6A1,ITGB2,533
COL6A1,ITGB3,844
COL6A1,ITGB4,766
COL6A1,ITGB5,866
COL6A1,ITGB6,722
COL6A1,LAMA2,762
COL6A1,LAMA4,743
COL6A1,LAMA5,692
COL6A1,LAMB1,843
COL6A1,LAMB2,598
COL6A1,LAMC1,690
COL6A1,LOX,736
COL6A1,LOXL1,488
COL6A1,LOXL2,433
COL6A1,LTBP1,401
COL6A1,LTBP2,532
COL6A1,LTBP3,459
COL6A1,LUM,695
COL6A1,MFGE8,442
COL6A1,MMP2,695
COL6A1,MMP9,672
COL6A1,MRGPRF,405
COL6A1,NCAM1,580
COL6A1,NID1,709
COL6A1,NID2,519
COL6A1,OGN,527
COL6A1,P3H1,744
COL6A1,P3H3,627
COL6A1,P4HA1,544
COL6A1,P4HA2,548
COL6A1,P4HB,606
COL6A1,PCOLCE,779
COL6A1,PCOLCE2,510
COL6A1,PDGFRA,482
COL6A1,PDGFRB,460
COL6A1,PFKL,705
COL6A1,PLAU,524
COL6A1,PLOD1,729
COL6A1,PLOD2,671
COL6A1,PLOD3,674
COL6A1,POSTN,677
COL6A1,PPIB,579
COL6A1,PPID,563
COL6A1,PPIF,649
COL6A1,PRELP,450
COL6A1,PRRX1,408
COL6A1,PTK2,695
COL6A1,RRBP1,743
COL6A1,S100B,422
COL6A1,SDC1,699
COL6A1,SDC4,714
COL6A1,SELENON,472
COL6A1,SERPINH1,837
COL6A1,SPARC,647
COL6A1,SPP1,567
COL6A1,TAGLN,584
COL6A1,TGFB1,401
COL6A1,TGFBI,575
COL6A1,TGM2,461
COL6A1,THBS1,778
COL6A1,THBS2,756
COL6A1,THBS3,661
COL6A1,THBS4,819
COL6A1,THY1,655
COL6A1,TIMP1,430
COL6A1,TIMP2,526
COL6A1,TIMP3,557
COL6A1,TNXB,725
COL6A1,TPM2,405
COL6A1,VIM,633
COL6A1,VWF,441
COL6A2,COL6A3,994
COL6A2,COL8A1,666
COL6A2,COLGALT1,752
COL6A2,COPZ2,497
COL6A2,CRELD1,493
COL6A2,CRTAP,536
COL6A2,CSPG4,409
COL6A2,CTNND1,599
COL6A2,DCN,628
COL6A2,DMD,618
COL6A2,DYSF,408
COL6A2,ECM1,405
COL6A2,EFEMP1,445
COL6A2,EFEMP2,595
COL6A2,ELN,574
COL6A2,FBLN1,663
COL6A2,FBLN2,688
COL6A2,FBLN5,446
COL6A2,FBN1,750
COL6A2,FKBP10,542
COL6A2,FLNA,446
COL6A2,FMOD,465
COL6A2,FN1,802
COL6A2,FSTL1,409
COL6A2,GALK1,414
COL6A2,GJA1,438
COL6A2,GP6,912
COL6A2,HSPG2,530
COL6A2,ICAM1,640
COL6A2,ISLR,459
COL6A2,ITGA1,864
COL6A2,ITGA11,863
COL6A2,ITGA2,818
COL6A2,ITGA2B,711
COL6A2,ITGA3,781
COL6A2,ITGA4,732
COL6A2,ITGA5,892
COL6A2,ITGA6,781
COL6A2,ITGA7,804
COL6A2,ITGA8,847
COL6A2,ITGA9,767
COL6A2,ITGAV,758
COL6A2,ITGB1,817
COL6A2,ITGB2,470
COL6A2,ITGB3,831
COL6A2,ITGB4,766
COL6A2,ITGB5,859
COL6A2,ITGB6,714
COL6A2,LAMA2,668
COL6A2,LAMA4,615
COL6A2,LAMA5,655
COL6A2,LAMB1,842
COL6A2,LAMB2,569
COL6A2,LAMC1,683
COL6A2,LMNA,403
COL6A2,LOX,519
COL6A2,LOXL1,578
COL6A2,LOXL2,430
COL6A2,LTBP1,427
COL6A2,LTBP2,551
COL6A2,LTBP3,511
COL6A2,LTBP4,449
COL6A2,LUM,702
COL6A2,MDC1,440
COL6A2,MFAP2,420
COL6A2,MFAP4,417
COL6A2,MFAP5,490
COL6A2,MMP14,425
COL6A2,MMP2,642
COL6A2,MMP9,665
COL6A2,MRC2,547
COL6A2,MRGPRF,496
COL6A2,MXRA8,521
COL6A2,NCAM1,577
COL6A2,NID1,716
COL6A2,NID2,503
COL6A2,OGN,421
COL6A2,P3H1,691
COL6A2,P3H3,598
COL6A2,P4HA1,494
COL6A2,P4HA2,515
COL6A2,P4HB,572
COL6A2,PCOLCE,833
COL6A2,PCOLCE2,495
COL6A2,PDGFRB,597
COL6A2,PFKL,688
COL6A2,PLAU,496
COL6A2,PLOD1,726
COL6A2,PLOD2,620
COL6A2,PLOD3,682
COL6A2,POSTN,625
COL6A2,PPIB,596
COL6A2,PPID,430
COL6A2,PPIF,450
COL6A2,PRELP,517
COL6A2,PRRX1,422
COL6A2,PRSS23,435
COL6A2,PTK2,686
COL6A2,RRBP1,805
COL6A2,S100B,447
COL6A2,SDC1,701
COL6A2,SDC4,702
COL6A2,SELENON,426
COL6A2,SERPINH1,837
COL6A2,SPARC,571
COL6A2,SPP1,507
COL6A2,TAGLN,596
COL6A2,TGFB1I1,403
COL6A2,TGFBI,543
COL6A2,THBS1,784
COL6A2,THBS2,754
COL6A2,THBS3,634
COL6A2,THBS4,583
COL6A2,THY1,571
COL6A2,TIMP2,511
COL6A2,TIMP3,510
COL6A2,TK2,438
COL6A2,TNXB,654
COL6A2,VCAM1,501
COL6A2,VIM,590
COL6A3,COL8A1,585
COL6A3,COLGALT1,558
COL6A3,COMMD6,546
COL6A3,CRTAP,531
COL6A3,CTHRC1,436
COL6A3,CTNNB1,445
COL6A3,DCN,657
COL6A3,DMD,621
COL6A3,DYSF,418
COL6A3,EFEMP2,401
COL6A3,ELN,565
COL6A3,FBLN1,499
COL6A3,FBLN2,424
COL6A3,FBN1,786
COL6A3,FGB,438
COL6A3,FMOD,478
COL6A3,FN1,736
COL6A3,FSTL1,419
COL6A3,GNG11,436
COL6A3,GP6,913
COL6A3,HDLBP,649
COL6A3,HLA-DRA,407
COL6A3,HLA-DRB5,455
COL6A3,HSPG2,625
COL6A3,ITGA1,819
COL6A3,ITGA11,820
COL6A3,ITGA2,781
COL6A3,ITGA2B,696
COL6A3,ITGA3,761
COL6A3,ITGA4,737
COL6A3,ITGA5,870
COL6A3,ITGA6,725
COL6A3,ITGA7,766
COL6A3,ITGA8,752
COL6A3,ITGA9,733
COL6A3,ITGAV,743
COL6A3,ITGB1,859
COL6A3,ITGB3,829
COL6A3,ITGB4,754
COL6A3,ITGB5,835
COL6A3,ITGB6,747
COL6A3,ITGBL1,417
COL6A3,LAMA2,648
COL6A3,LAMA4,587
COL6A3,LAMA5,601
COL6A3,LAMB1,760
COL6A3,LAMC1,549
COL6A3,LOX,441
COL6A3,LOXL1,493
COL6A3,LTBP2,408
COL6A3,LUM,853
COL6A3,MMP2,494
COL6A3,MMP9,592
COL6A3,MXRA5,498
COL6A3,NCAM1,566
COL6A3,NID1,484
COL6A3,NID2,680
COL6A3,OGN,442
COL6A3,P3H1,706
COL6A3,P3H3,524
COL6A3,P4HA1,479
COL6A3,P4HA2,527
COL6A3,P4HB,544
COL6A3,PCOLCE,654
COL6A3,PDGFRA,556
COL6A3,PDGFRB,633
COL6A3,PFKL,646
COL6A3,PLAU,480
COL6A3,PLOD1,782
COL6A3,PLOD2,654
COL6A3,PLOD3,607
COL6A3,PODN,432
COL6A3,POSTN,819
COL6A3,PPIB,545
COL6A3,PPIF,411
COL6A3,PTK2,685
COL6A3,SDC1,686
COL6A3,SDC4,696
COL6A3,SELENON,423
COL6A3,SERPINH1,831
COL6A3,SPARC,556
COL6A3,SPP1,529
COL6A3,SYNPO2,423
COL6A3,TAGLN,570
COL6A3,TGFBI,489
COL6A3,THBS1,664
COL6A3,THBS2,799
COL6A3,THBS3,554
COL6A3,THBS4,581
COL6A3,THY1,584
COL6A3,TIMP1,447
COL6A3,TMSB4X,441
COL6A3,VCAN,671
COL6A3,VIM,597
COL8A1,COLGALT1,531
COL8A1,CRTAP,604
COL8A1,DCN,430
COL8A1,DR1,762
COL8A1,EFEMP2,425
COL8A1,EPRS1,418
COL8A1,F3,528
COL8A1,FBLN2,425
COL8A1,FBN1,586
COL8A1,FILIP1L,525
COL8A1,FN1,448
COL8A1,GP6,945
COL8A1,HAPLN1,540
COL8A1,ITGA11,548
COL8A1,ITGA2,547
COL8A1,ITGBL1,536
COL8A1,LAMA2,441
COL8A1,LAMA4,537
COL8A1,LAMB1,455
COL8A1,LAMC1,442
COL8A1,LIPC,440
COL8A1,LOX,496
COL8A1,LTBP2,410
COL8A1,LUM,439
COL8A1,MATN2,503
COL8A1,MFAP5,419
COL8A1,NID1,405
COL8A1,NID2,402
COL8A1,P3H1,638
COL8A1,P3H3,586
COL8A1,P4HA1,520
COL8A1,P4HA2,557
COL8A1,P4HB,526
COL8A1,PCOLCE,471
COL8A1,PLOD1,616
COL8A1,PLOD2,649
COL8A1,PLOD3,581
COL8A1,POSTN,553
COL8A1,PPIB,544
COL8A1,SCARB1,421
COL8A1,SCARB2,423
COL8A1,SERPINH1,650
COL8A1,TGFBR1,556
COL8A1,THBS1,432
COL8A1,THBS2,590
COL8A1,TIMP3,485
COL8A1,VWF,673
COLEC10,COLEC11,993
COLEC10,CTHRC1,425
COLEC10,F10,582
COLEC10,F11,594
COLEC10,F12,599
COLEC10,F2,632
COLEC10,F3,556
COLEC10,F5,555
COLEC10,F7,581
COLEC10,F8,555
COLEC10,F9,609
COLEC10,FCGR3A,459
COLEC10,FCGR3B,454
COLEC10,FCN1,809
COLEC10,FCN2,950
COLEC10,FCN3,940
COLEC10,HTRA2,560
COLEC10,KLKB1,594
COLEC10,MASP1,943
COLEC10,MASP2,965
COLEC10,MBL2,855
COLEC10,NUCB2,445
COLEC10,PLAU,546
COLEC10,PLAUR,541
COLEC10,PLOD2,444
COLEC10,PROC,546
COLEC10,PTX3,448
COLEC10,THBD,613
COLEC11,F10,608
COLEC11,F11,601
COLEC11,F12,599
COLEC11,F2,622
COLEC11,F3,592
COLEC11,F5,555
COLEC11,F7,556
COLEC11,F8,557
COLEC11,F9,600
COLEC11,FCN1,881
COLEC11,FCN2,874
COLEC11,FCN3,946
COLEC11,HTRA2,560
COLEC11,KLKB1,617
COLEC11,MASP1,980
COLEC11,MASP2,968
COLEC11,MBL2,942
COLEC11,PLAU,546
COLEC11,PLAUR,541
COLEC11,PLOD2,475
COLEC11,PLOD3,488
COLEC11,PROC,585
COLEC11,RPS7,587
COLEC11,SERPING1,471
COLEC11,THBD,626
COLEC12,ENOSF1,529
COLEC12,LAMB1,465
COLEC12,MARCO,546
COLEC12,OLR1,400
COLEC12,PILRA,829
COLEC12,SCAF4,420
COLEC12,THOC1,513
COLGALT1,EMC4,405
COLGALT1,FKBP10,404
COLGALT1,MTOR,417
COLGALT1,OS9,481
COLGALT1,P3H1,519
COLGALT1,P3H4,521
COLGALT1,PLOD1,965
COLGALT1,PLOD2,945
COLGALT1,PLOD3,982
COMMD1,COMMD10,980
COMMD1,COMMD2,974
COMMD1,COMMD3,966
COMMD1,COMMD4,976
COMMD1,COMMD5,974
COMMD1,COMMD6,995
COMMD1,COMMD7,966
COMMD1,COMMD8,958
COMMD1,COMMD9,977
COMMD1,COPS2,421
COMMD1,COPS3,425
COMMD1,COPS4,464
COMMD1,COPS5,520
COMMD1,COPS6,486
COMMD1,COPS7A,426
COMMD1,COPS7B,416
COMMD1,COPS8,441
COMMD1,COX17,587
COMMD1,CP,470
COMMD1,CUL1,805
COMMD1,CUL2,999
COMMD1,CUL3,640
COMMD1,CUL4A,649
COMMD1,CUL4B,645
COMMD1,CUL5,698
COMMD1,CUTC,400
COMMD1,DCAF11,503
COMMD1,DCAF6,527
COMMD1,DCAF7,507
COMMD1,DCAF8,527
COMMD1,DCTN4,481
COMMD1,DCUN1D1,521
COMMD1,DCUN1D3,499
COMMD1,DCUN1D5,503
COMMD1,DDA1,520
COMMD1,DDB1,533
COMMD1,DDB2,526
COMMD1,DENND10,926
COMMD1,DIABLO,409
COMMD1,ELOB,929
COMMD1,ELOC,955
COMMD1,GAN,506
COMMD1,GLMN,724
COMMD1,GLRX,493
COMMD1,GPS1,446
COMMD1,HMGB2,451
COMMD1,KEAP1,507
COMMD1,KLHL22,500
COMMD1,KLHL42,500
COMMD1,LRRC41,509
COMMD1,NAE1,506
COMMD1,NAP1L4,408
COMMD1,NFKB1,485
COMMD1,NMRAL1,722
COMMD1,PDLIM2,590
COMMD1,RAB5A,506
COMMD1,RBBP5,513
COMMD1,RBBP7,504
COMMD1,RBX1,930
COMMD1,REL,495
COMMD1,RELA,969
COMMD1,RNF7,603
COMMD1,SH3GLB1,480
COMMD1,SLC31A1,421
COMMD1,SNX17,532
COMMD1,STAT3,451
COMMD1,STMN2,485
COMMD1,STX8,474
COMMD1,TNPO3,403
COMMD1,UBA3,506
COMMD1,UBE2D3,509
COMMD1,UBE2F,535
COMMD1,UBE2M,525
COMMD1,UBXN7,501
COMMD1,VPS26A,580
COMMD1,VPS26B,485
COMMD1,VPS26C,953
COMMD1,VPS29,894
COMMD1,VPS33B,592
COMMD1,VPS35,701
COMMD1,VPS35L,988
COMMD1,VPS53,493
COMMD1,WASHC2A,546
COMMD1,WASHC2C,427
COMMD1,WASHC3,544
COMMD1,WASHC5,437
COMMD1,WDR5,507
COMMD1,XIAP,820
COMMD1,ZER1,900
COMMD1,ZSWIM8,540
COMMD1,ZYG11B,901
COMMD10,COMMD2,987
COMMD10,COMMD3,971
COMMD10,COMMD4,957
COMMD10,COMMD5,979
COMMD10,COMMD6,978
COMMD10,COMMD7,976
COMMD10,COMMD8,970
COMMD10,COMMD9,976
COMMD10,COPS2,480
COMMD10,COPS3,423
COMMD10,COPS4,548
COMMD10,COPS5,490
COMMD10,COPS6,480
COMMD10,COPS7A,416
COMMD10,COPS7B,435
COMMD10,COPS8,471
COMMD10,CUL2,623
COMMD10,CUL3,521
COMMD10,CUL4A,506
COMMD10,CUL4B,507
COMMD10,CUL5,545
COMMD10,DCAF11,504
COMMD10,DCAF6,558
COMMD10,DCAF7,511
COMMD10,DCAF8,538
COMMD10,DCUN1D1,552
COMMD10,DCUN1D3,499
COMMD10,DCUN1D5,523
COMMD10,DDA1,521
COMMD10,DDB1,521
COMMD10,DDB2,509
COMMD10,DENND10,827
COMMD10,ELOB,597
COMMD10,ELOC,597
COMMD10,GAN,511
COMMD10,GPS1,421
COMMD10,HIKESHI,555
COMMD10,KEAP1,506
COMMD10,KLHL22,499
COMMD10,KLHL42,499
COMMD10,LRRC41,504
COMMD10,NAE1,524
COMMD10,NFKB1,439
COMMD10,PPM1B,412
COMMD10,RBBP5,521
COMMD10,RBBP7,511
COMMD10,RBX1,551
COMMD10,RELA,610
COMMD10,RNF7,509
COMMD10,STMN2,596
COMMD10,UBA3,556
COMMD10,UBE2D3,504
COMMD10,UBE2F,504
COMMD10,UBE2M,513
COMMD10,UBXN7,504
COMMD10,VPS26C,862
COMMD10,VPS29,864
COMMD10,VPS35L,876
COMMD10,VTI1A,457
COMMD10,WDR5,513
COMMD2,COMMD3,989
COMMD2,COMMD4,987
COMMD2,COMMD5,980
COMMD2,COMMD6,972
COMMD2,COMMD7,967
COMMD2,COMMD8,972
COMMD2,COMMD9,974
COMMD2,COPS2,628
COMMD2,COPS3,460
COMMD2,COPS4,460
COMMD2,COPS5,443
COMMD2,COPS6,429
COMMD2,COPS7A,416
COMMD2,COPS7B,427
COMMD2,COPS8,501
COMMD2,CUL2,547
COMMD2,CUL3,522
COMMD2,CUL4A,507
COMMD2,CUL4B,521
COMMD2,CUL5,534
COMMD2,DCAF11,501
COMMD2,DCAF6,566
COMMD2,DCAF7,513
COMMD2,DCAF8,531
COMMD2,DCUN1D1,579
COMMD2,DCUN1D3,500
COMMD2,DCUN1D5,544
COMMD2,DDA1,507
COMMD2,DDB1,508
COMMD2,DDB2,504
COMMD2,DENND10,864
COMMD2,DENR,454
COMMD2,DNAJB6,423
COMMD2,DPM3,489
COMMD2,ELOB,508
COMMD2,ELOC,531
COMMD2,ERMP1,519
COMMD2,ERO1A,413
COMMD2,FAH,518
COMMD2,GAN,503
COMMD2,GLMN,480
COMMD2,GPS1,412
COMMD2,KEAP1,507
COMMD2,KLHL22,499
COMMD2,KLHL42,507
COMMD2,LRRC41,506
COMMD2,MCMBP,433
COMMD2,NAE1,551
COMMD2,NCBP2,630
COMMD2,PDCL,453
COMMD2,PISD,463
COMMD2,RBBP5,517
COMMD2,RBBP7,513
COMMD2,RBX1,518
COMMD2,RNF7,574
COMMD2,RPL26,419
COMMD2,SLTM,460
COMMD2,SNX27,430
COMMD2,SRSF6,427
COMMD2,STMN2,575
COMMD2,TOR1AIP1,464
COMMD2,UBA3,606
COMMD2,UBE2D3,549
COMMD2,UBE2F,504
COMMD2,UBE2M,507
COMMD2,UBXN7,528
COMMD2,VPS26A,519
COMMD2,VPS26C,925
COMMD2,VPS29,893
COMMD2,VPS35L,913
COMMD2,WDR5,513
COMMD2,WDR81,575
COMMD3,COMMD4,978
COMMD3,COMMD5,949
COMMD3,COMMD6,975
COMMD3,COMMD7,954
COMMD3,COMMD8,955
COMMD3,COMMD9,971
COMMD3,COPS2,416
COMMD3,COPS3,421
COMMD3,COPS4,453
COMMD3,COPS5,509
COMMD3,COPS6,446
COMMD3,COPS7A,491
COMMD3,COPS7B,412
COMMD3,COPS8,424
COMMD3,CUL2,510
COMMD3,CUL3,507
COMMD3,CUL4A,510
COMMD3,CUL4B,520
COMMD3,CUL5,522
COMMD3,DCAF11,503
COMMD3,DCAF6,500
COMMD3,DCAF7,506
COMMD3,DCAF8,511
COMMD3,DCUN1D1,511
COMMD3,DCUN1D3,499
COMMD3,DCUN1D5,507
COMMD3,DDA1,516
COMMD3,DDB1,511
COMMD3,DDB2,504
COMMD3,DENND10,891
COMMD3,ELOB,522
COMMD3,ELOC,521
COMMD3,GAN,504
COMMD3,GPS1,416
COMMD3,KEAP1,522
COMMD3,KLHL22,501
COMMD3,KLHL42,504
COMMD3,LRRC41,507
COMMD3,NAE1,506
COMMD3,RBBP5,522
COMMD3,RBBP7,511
COMMD3,RBX1,560
COMMD3,RNF7,555
COMMD3,SH3GLB1,635
COMMD3,SNX17,423
COMMD3,STMN2,482
COMMD3,UBA3,517
COMMD3,UBE2D3,500
COMMD3,UBE2F,506
COMMD3,UBE2M,508
COMMD3,UBXN7,506
COMMD3,VPS26C,911
COMMD3,VPS29,868
COMMD3,VPS35,535
COMMD3,VPS35L,909
COMMD3,WDR5,513
COMMD3,WDR81,432
COMMD4,COMMD5,969
COMMD4,COMMD6,968
COMMD4,COMMD7,951
COMMD4,COMMD8,968
COMMD4,COMMD9,976
COMMD4,COPS2,446
COMMD4,COPS3,420
COMMD4,COPS4,420
COMMD4,COPS5,496
COMMD4,COPS6,486
COMMD4,COPS7A,442
COMMD4,COPS7B,411
COMMD4,COPS8,416
COMMD4,CUL2,559
COMMD4,CUL3,575
COMMD4,CUL4A,509
COMMD4,CUL4B,513
COMMD4,CUL5,504
COMMD4,DCAF11,535
COMMD4,DCAF6,499
COMMD4,DCAF7,544
COMMD4,DCAF8,508
COMMD4,DCUN1D1,513
COMMD4,DCUN1D3,505
COMMD4,DCUN1D5,515
COMMD4,DDA1,513
COMMD4,DDB1,507
COMMD4,DDB2,544
COMMD4,DENND10,869
COMMD4,DPM3,524
COMMD4,ELOB,535
COMMD4,ELOC,512
COMMD4,ERMP1,464
COMMD4,GAN,504
COMMD4,GPS1,467
COMMD4,HSPA6,419
COMMD4,KEAP1,530
COMMD4,KLHL22,507
COMMD4,KLHL42,515
